x1,x2,Class
0.227163284422507,-0.602615046027522,-1
1.98367754601013,-1.27291199219373,-1
4.06974816853861,0.453666567256776,1
2.21398945868269,2.80262159192764,1
1.70252404290522,2.81350988562073,1
4.01568240558969,-1.72082531461072,-1
0.0025505158708361,1.31683437816617,-1
3.73692106103143,1.50331904024314,1
1.23630451773199,1.80222931940094,1
2.86895049822235,-1.00928273766027,-1
4.6079976750364,0.930353907288869,1
2.07908612733044,-0.43688228788521,-1
3.49996586324766,2.51101429376629,1
2.29479959169208,2.61266096984468,1
0.27327292562993,-1.01554604919943,-1
2.11134156185828,-0.82879991825807,-1
0.602785830405161,3.05284680626925,1
3.64949035269295,2.51262458683633,1
2.29771215748002,-0.133558371551103,-1
1.20640924707221,-1.82396135982527,-1
4.23065004852503,0.0275038748625484,1
3.68062605587522,2.66464395441868,1
4.85647747417144,0.357188253542284,1
4.09412710935962,1.5613116857579,1
0.265722844230982,-0.163758765492688,-1
1.96671841217538,0.480383386620286,-1
4.53085717839658,2.12651522193005,1
1.6639688386483,0.00794193241436556,-1
2.93484301860555,-1.05129956937197,-1
3.5514971905578,2.68187143650131,1
2.19236333985111,2.81972458408899,1
1.56182952397488,-1.94590258048706,-1
1.87110328518333,-0.0631992484667391,-1
1.71244048854477,0.365446680404347,-1
2.4563581225309,1.9703833371017,1
0.958264062462061,-1.83377847933591,-1
4.36810531542083,-1.92409673597598,-1
3.74455042362645,-1.99167712414229,-1
3.45497798128639,1.17853353347797,1
2.3645273590967,1.78942024100392,1
3.17561108560681,2.57287027580795,1
3.24029193640788,-1.76168564861014,-1
2.76878917195388,-2.0580104696216,-1
4.13423731628446,0.306371648180003,1
2.37086539791816,2.26231920002642,1
3.85766370297268,-1.27392143647975,-1
4.10122527127842,-2.00711976544699,-1
2.01711092135989,-1.17395311816753,-1
1.12543594558154,-0.381345058515437,-1
3.00184830306622,1.90702062863076,1
0.850015377881883,-1.15350364144758,-1
3.61274532397408,-1.71720498112269,-1
4.76222561008116,0.00253053311807641,1
0.281691128222514,-1.550228521572,-1
3.30407628264283,1.52402537678977,1
0.382811614331278,-0.0950093404968614,-1
0.134384758226261,2.78581786477415,1
1.45918860460764,-0.514601775920766,-1
2.2511159204163,-0.44245635037695,-1
1.45746712949826,0.567341783274386,-1
3.50816820687429,0.461725367367797,1
4.21550518575376,1.22031142538572,1
3.31797173575157,-0.10091578591831,1
4.23246897194629,-1.31809511303283,-1
0.357955760040629,0.489844472046052,-1
0.271412771744486,0.543012338093319,-1
1.31305774935644,-0.340835318175333,-1
4.31711904027856,2.78359586160975,1
0.45579023567814,2.81563488022673,1
2.6955193922143,-1.40452804165873,-1
4.13548312907365,-1.67219116187874,-1
0.303522556416216,3.04365844349013,1
2.35546941351537,2.13988972078733,1
0.782918323161597,1.10506864471658,-1
2.44741616967396,-1.46372198107143,-1
1.35706639956727,-1.25161912777209,-1
3.50677145639293,-1.79716505500891,-1
2.23474541891255,-0.523727501969218,-1
0.165522223487895,-1.10626842240775,-1
1.41107887699307,0.243693572104886,-1
3.592358866473,0.38387035419841,1
4.35306034270272,2.575302216187,1
0.167243165964522,-1.35303945014067,-1
4.83534088285236,1.36055662948702,1
4.89696831628054,2.95813285975911,1
1.77422072490686,1.12256075409282,1
1.76768971771569,-0.957039802106614,-1
1.00312885760925,2.98464070111329,1
4.33860415421861,-0.248892688762962,1
1.15786059691007,1.72658954662729,1
1.11506637531865,0.825217112634617,-1
4.40122472979132,-0.394904908598462,1
4.76223914640403,1.8020835076623,1
0.293224076460339,-0.511646625025897,-1
1.75618018673359,0.404110869444745,-1
3.23920616475993,1.63891555032907,1
0.391732017643334,0.939515059800439,-1
4.4945960163005,2.06345055755926,1
2.69500684388286,-1.71121492005961,-1
0.782745597647807,0.4249864109978,-1
4.42916156002979,-0.451003890557731,1
4.22999835791145,1.12334457470267,1
4.36459975633171,-1.03437249743839,-1
4.07646451379425,1.32142401060817,1
2.87653005965758,2.9199999175132,1
4.85170376640876,-1.56408704220325,-1
2.58965736293066,2.1085475022501,1
2.17578111855552,2.13427997445636,1
2.26304101969119,-1.43101004146386,-1
2.19863494925381,0.831110647287879,1
2.93083245429363,2.57132653311259,1
1.6789403460032,2.65731245785862,1
3.80691904222898,-1.51967148314609,-1
2.06794211854328,1.76427564397054,1
4.26360448920423,-1.28957307353606,-1
2.31110087544111,0.645233915135921,1
3.00328357973325,-1.31300601551964,-1
1.44168335287216,-1.8464269936485,-1
2.31903360950619,2.90999102179797,1
1.77400592480173,1.37560950792974,1
0.164042991600861,2.94151122596981,1
